"","tip","cites"
"7711","Psilopsiagon aurifrons",0
"7712","Psilopsiagon aymara",1
"7713","Psilorhamphus guttatus",0
"7714","Psittacella brehmii",0
"7715","Psittacella madaraszi",0
"7716","Psittacella modesta",0
"7717","Psittacella picta",0
"7718","Psittacula alexandri",1
"7719","Psittacula calthropae",0
"7720","Psittacula caniceps",0
"7721","Psittacula columboides",0
"7722","Psittacula cyanocephala",4
"7723","Psittacula derbiana",0
"7724","Psittacula eques",2
"7725","Psittacula eupatria",7
"7726","Psittacula finschii",0
"7727","Psittacula himalayana",0
"7728","Psittacula krameri",29
"7729","Psittacula longicauda",1
"7730","Psittacula roseata",1
"7731","Psittaculirostris desmarestii",0
"7732","Psittaculirostris edwardsii",0
"7733","Psittaculirostris salvadorii",0
"7734","Psittacus erithacus",184
"7735","Psitteuteles goldiei",0
"7736","Psitteuteles iris",0
"7737","Psitteuteles versicolor",0
"7738","Psittinus cyanurus",0
"7739","Psittirostra psittacea",1
"7740","Psittrichas fulgidus",2
"7741","Psophia crepitans",3
"7742","Psophia leucoptera",1
"7743","Psophia viridis",0
"7744","Psophocichla litsitsirupa",0
"7745","Psophodes cristatus",0
"7746","Psophodes nigrogularis",0
"7747","Psophodes occidentalis",0
"7748","Psophodes olivaceus",0
"7749","Pteridophora alberti",0
"7750","Pterocles alchata",3
"7751","Pterocles bicinctus",0
"7752","Pterocles burchelli",2
"7753","Pterocles coronatus",0
"7754","Pterocles decoratus",0
"7755","Pterocles exustus",1
"7756","Pterocles gutturalis",0
"7757","Pterocles indicus",0
"7758","Pterocles lichtensteinii",0
"7759","Pterocles namaqua",2
"7760","Pterocles orientalis",1
"7761","Pterocles personatus",0
"7762","Pterocles quadricinctus",0
"7763","Pterocles senegallus",0
"7764","Pterodroma alba",0
"7765","Pterodroma arminjoniana",3
"7766","Pterodroma atrata",0
"7767","Pterodroma axillaris",0
"7768","Pterodroma baraui",5
"7769","Pterodroma brevipes",0
"7770","Pterodroma cahow",0
"7771","Pterodroma caribbaea",0
"7772","Pterodroma cervicalis",0
"7773","Pterodroma cookii",2
"7774","Pterodroma defilippiana",0
"7775","Pterodroma externa",1
"7776","Pterodroma feae",0
"7777","Pterodroma hasitata",0
"7778","Pterodroma heraldica",0
"7779","Pterodroma hypoleuca",3
"7780","Pterodroma incerta",2
"7781","Pterodroma inexpectata",2
"7782","Pterodroma lessonii",0
"7783","Pterodroma leucoptera",0
"7784","Pterodroma longirostris",0
"7785","Pterodroma macroptera",2
"7786","Pterodroma madeira",0
"7787","Pterodroma magentae",1
"7788","Pterodroma mollis",1
"7789","Pterodroma neglecta",0
"7790","Pterodroma nigripennis",1
"7791","Pterodroma phaeopygia",4
"7792","Pterodroma pycrofti",0
"7793","Pterodroma sandwichensis",8
"7794","Pterodroma solandri",0
"7795","Pterodroma ultima",1
"7796","Pteroglossus aracari",0
"7797","Pteroglossus azara",0
"7798","Pteroglossus bailloni",0
"7799","Pteroglossus beauharnaesii",1
"7800","Pteroglossus bitorquatus",0
"7801","Pteroglossus castanotis",1
"7802","Pteroglossus frantzii",0
"7803","Pteroglossus inscriptus",0
"7804","Pteroglossus pluricinctus",0
"7805","Pteroglossus torquatus",0
"7806","Pteroglossus viridis",1
"7807","Pteronetta hartlaubii",0
"7808","Pterophanes cyanopterus",0
"7809","Pteroptochos castaneus",0
"7810","Pteroptochos megapodius",1
"7811","Pteroptochos tarnii",1
"7812","Pteruthius aenobarbus",0
"7813","Pteruthius flaviscapis",0
"7814","Pteruthius melanotis",0
"7815","Pteruthius rufiventer",0
"7816","Pteruthius xanthochlorus",0
"7817","Ptilinopus arcanus",0
"7818","Ptilinopus aurantiifrons",0
"7819","Ptilinopus bernsteinii",0
"7820","Ptilinopus chalcurus",0
"7821","Ptilinopus cinctus",0
"7822","Ptilinopus coralensis",0
"7823","Ptilinopus coronulatus",0
"7824","Ptilinopus dohertyi",0
"7825","Ptilinopus dupetithouarsii",0
"7826","Ptilinopus eugeniae",0
"7827","Ptilinopus fischeri",0
"7828","Ptilinopus granulifrons",0
"7829","Ptilinopus greyii",0
"7830","Ptilinopus huttoni",0
"7831","Ptilinopus hyogastrus",0
"7832","Ptilinopus insolitus",0
"7833","Ptilinopus insularis",0
"7834","Ptilinopus iozonus",0
"7835","Ptilinopus jambu",1
"7836","Ptilinopus layardi",0
"7837","Ptilinopus leclancheri",0
"7838","Ptilinopus luteovirens",0
"7839","Ptilinopus magnificus",0
"7840","Ptilinopus marchei",0
"7841","Ptilinopus melanospilus",0
"7842","Ptilinopus merrilli",0
"7843","Ptilinopus monacha",0
"7844","Ptilinopus naina",0
"7845","Ptilinopus occipitalis",0
"7846","Ptilinopus ornatus",0
"7847","Ptilinopus pelewensis",0
"7848","Ptilinopus perlatus",0
"7849","Ptilinopus perousii",0
"7850","Ptilinopus porphyraceus",0
"7851","Ptilinopus porphyreus",0
"7852","Ptilinopus pulchellus",0
"7853","Ptilinopus purpuratus",0
"7854","Ptilinopus rarotongensis",0
"7855","Ptilinopus regina",0
"7856","Ptilinopus richardsii",0
"7857","Ptilinopus rivoli",0
"7858","Ptilinopus roseicapilla",0
"7859","Ptilinopus solomonensis",0
"7860","Ptilinopus subgularis",0
"7861","Ptilinopus superbus",0
"7862","Ptilinopus tannensis",0
"7863","Ptilinopus victor",0
"7864","Ptilinopus viridis",0
"7865","Ptilinopus wallacii",0
"7866","Ptilocichla falcata",0
"7867","Ptilocichla leucogrammica",0
"7868","Ptilocichla mindanensis",0
"7869","Ptilogonys caudatus",0
"7870","Ptilogonys cinereus",0
"7871","Ptilonorhynchus violaceus",13
"7872","Ptilopachus petrosus",0
"7873","Ptiloprora erythropleura",0
"7874","Ptiloprora guisei",0
"7875","Ptiloprora mayri",0
"7876","Ptiloprora meekiana",0
"7877","Ptiloprora perstriata",0
"7878","Ptiloprora plumbea",0
"7879","Ptilopsis granti",0
"7880","Ptiloris intercedens",0
"7881","Ptiloris magnificus",0
"7882","Ptiloris paradiseus",0
"7883","Ptiloris victoriae",0
"7884","Ptilorrhoa caerulescens",0
"7885","Ptilorrhoa castanonota",0
"7886","Ptilorrhoa leucosticta",0
"7887","Ptilostomus afer",0
"7888","Ptychoramphus aleuticus",20
"7889","Ptyrticus turdinus",0
"7890","Pucrasia macrolopha",2
"7891","Puffinus assimilis",2
"7892","Puffinus auricularis",0
"7893","Puffinus bulleri",1
"7894","Puffinus carneipes",5
"7895","Puffinus creatopus",2
"7896","Puffinus gavia",2
"7897","Puffinus gravis",6
"7898","Puffinus griseus",7
"7899","Puffinus heinrothi",0
"7900","Puffinus huttoni",1
"7901","Puffinus lherminieri",4
"7902","Puffinus mauretanicus",18
"7903","Puffinus nativitatis",2
"7904","Puffinus newelli",2
"7905","Puffinus opisthomelas",1
"7906","Puffinus pacificus",10
"7907","Puffinus puffinus",35
"7908","Puffinus tenuirostris",16
"7909","Puffinus yelkouan",8
"7910","Pulsatrix koeniswaldiana",1
"7911","Pulsatrix melanota",0
"7912","Pulsatrix perspicillata",1
"7913","Purpureicephalus spurius",3
"7914","Pycnonotus atriceps",0
"7915","Pycnonotus aurigaster",0
"7916","Pycnonotus barbatus",5
"7917","Pycnonotus bimaculatus",0
"7918","Pycnonotus blanfordi",1
"7919","Pycnonotus brunneus",0
"7920","Pycnonotus cafer",5
"7921","Pycnonotus capensis",1
"7922","Pycnonotus cyaniventris",0
"7923","Pycnonotus erythropthalmos",0
"7924","Pycnonotus eutilotus",0
"7925","Pycnonotus finlaysoni",0
"7926","Pycnonotus flavescens",0
"7927","Pycnonotus goiavier",1
"7928","Pycnonotus hualon",0
"7929","Pycnonotus jocosus",8
"7930","Pycnonotus leucogenys",0
"7931","Pycnonotus leucogrammicus",0
"7932","Pycnonotus leucotis",1
"7933","Pycnonotus luteolus",0
"7934","Pycnonotus melanicterus",1
"7935","Pycnonotus melanoleucos",0
"7936","Pycnonotus nieuwenhuisii",0
"7937","Pycnonotus nigricans",0
"7938","Pycnonotus penicillatus",0
"7939","Pycnonotus plumosus",1
"7940","Pycnonotus priocephalus",0
"7941","Pycnonotus simplex",0
"7942","Pycnonotus sinensis",8
"7943","Pycnonotus squamatus",0
"7944","Pycnonotus striatus",0
"7945","Pycnonotus taivanus",1
"7946","Pycnonotus tympanistrigus",0
"7947","Pycnonotus urostictus",0
"7948","Pycnonotus xantholaemus",0
"7949","Pycnonotus xanthopygos",2
"7950","Pycnonotus xanthorrhous",1
"7951","Pycnonotus zeylanicus",0
"7952","Pycnoptilus floccosus",0
"7953","Pycnopygius cinereus",0
"7954","Pycnopygius ixoides",0
"7955","Pycnopygius stictocephalus",0
"7956","Pygarrhichas albogularis",0
"7957","Pygiptila stellaris",1
"7958","Pygochelidon cyanoleuca",0
"7959","Pygoscelis adeliae",163
"7960","Pygoscelis antarcticus",24
"7961","Pygoscelis papua",118
"7962","Pyrenestes minor",0
"7963","Pyrenestes ostrinus",2
"7964","Pyrenestes sanguineus",0
"7965","Pyriglena atra",1
"7966","Pyriglena leuconota",1
"7967","Pyriglena leucoptera",4
"7968","Pyrilia aurantiocephala",0
"7969","Pyrilia barrabandi",0
"7970","Pyrilia caica",0
"7971","Pyrilia haematotis",0
"7972","Pyrilia pulchra",0
"7973","Pyrilia pyrilia",0
"7974","Pyrilia vulturina",0
"7975","Pyrocephalus rubinus",3
"7976","Pyroderus scutatus",0
"7977","Pyrrhocoma ruficeps",0
"7978","Pyrrhocorax graculus",1
"7979","Pyrrhocorax pyrrhocorax",14
"7980","Pyrrholaemus brunneus",0
"7981","Pyrrhomyias cinnamomeus",0
"7982","Pyrrhoplectes epauletta",0
"7983","Pyrrhula aurantiaca",0
"7984","Pyrrhula erythaca",3
"7985","Pyrrhula erythrocephala",0
"7986","Pyrrhula leucogenis",0
"7987","Pyrrhula murina",0
"7988","Pyrrhula nipalensis",1
"7989","Pyrrhula pyrrhula",6
"7990","Pyrrhura albipectus",0
"7991","Pyrrhura calliptera",0
"7992","Pyrrhura cruentata",0
"7993","Pyrrhura devillei",0
"7994","Pyrrhura egregia",0
"7995","Pyrrhura frontalis",0
"7996","Pyrrhura griseipectus",0
"7997","Pyrrhura hoematotis",0
"7998","Pyrrhura hoffmanni",0
"7999","Pyrrhura lepida",0
"8000","Pyrrhura leucotis",0
"8001","Pyrrhura melanura",0
"8002","Pyrrhura molinae",2
"8003","Pyrrhura orcesi",2
"8004","Pyrrhura perlata",0
"8005","Pyrrhura pfrimeri",0
"8006","Pyrrhura picta",1
"8007","Pyrrhura rhodocephala",0
"8008","Pyrrhura rupicola",0
"8009","Pyrrhura viridicata",0
"8010","Pyrrhurus scandens",0
"8011","Pytilia afra",0
"8012","Pytilia hypogrammica",0
"8013","Pytilia lineata",0
"8014","Pytilia melba",0
"8015","Pytilia phoenicoptera",0
"8016","Quelea cardinalis",0
"8017","Quelea erythrops",0
"8018","Quelea quelea",18
"8019","Querula purpurata",0
"8020","Quiscalus lugubris",11
"8021","Quiscalus major",2
"8022","Quiscalus mexicanus",22
"8023","Quiscalus nicaraguensis",0
"8024","Quiscalus niger",1
"8025","Quiscalus quiscula",33
"8026","Rallina canningi",0
"8027","Rallina eurizonoides",0
"8028","Rallina fasciata",0
"8029","Rallina forbesi",0
"8030","Rallina leucospila",0
"8031","Rallina mayri",0
"8032","Rallina rubra",0
"8033","Rallina tricolor",0
"8034","Rallus antarcticus",0
"8035","Rallus aquaticus",2
"8036","Rallus caerulescens",0
"8037","Rallus elegans",4
"8038","Rallus limicola",5
"8039","Rallus longirostris",15
"8040","Rallus madagascariensis",0
"8041","Rallus semiplumbeus",0
"8042","Rallus wetmorei",0
"8043","Ramphastos ambiguus",0
"8044","Ramphastos brevis",0
"8045","Ramphastos dicolorus",1
"8046","Ramphastos sulfuratus",5
"8047","Ramphastos swainsonii",0
"8048","Ramphastos toco",25
"8049","Ramphastos tucanus",1
"8050","Ramphastos vitellinus",4
"8051","Ramphocaenus melanurus",0
"8052","Ramphocelus bresilius",2
"8053","Ramphocelus carbo",1
"8054","Ramphocelus costaricensis",0
"8055","Ramphocelus dimidiatus",0
"8056","Ramphocelus flammigerus",0
"8057","Ramphocelus icteronotus",0
"8058","Ramphocelus melanogaster",0
"8059","Ramphocelus nigrogularis",0
"8060","Ramphocelus passerinii",1
"8061","Ramphocelus sanguinolentus",0
"8062","Ramphocinclus brachyurus",4
"8063","Ramphodon naevius",0
"8064","Ramphomicron dorsale",0
"8065","Ramphomicron microrhynchum",0
"8066","Ramphotrigon fuscicauda",0
"8067","Ramphotrigon megacephalum",0
"8068","Ramphotrigon ruficauda",0
"8069","Ramsayornis fasciatus",0
"8070","Ramsayornis modestus",0
"8071","Randia pseudozosterops",0
"8072","Recurvirostra americana",19
"8073","Recurvirostra andina",0
"8074","Recurvirostra avosetta",4
"8075","Recurvirostra novaehollandiae",1
"8076","Regulus calendula",2
"8077","Regulus goodfellowi",0
"8078","Regulus ignicapilla",0
"8079","Regulus madeirensis",0
"8080","Regulus regulus",4
"8081","Regulus satrapa",0
"8082","Reinwardtipicus validus",0
"8083","Reinwardtoena browni",0
"8084","Reinwardtoena crassirostris",0
"8085","Reinwardtoena reinwardtsi",0
"8086","Remiz consobrinus",0
"8087","Remiz coronatus",0
"8088","Remiz macronyx",0
"8089","Remiz pendulinus",4
"8090","Rhabdornis grandis",0
"8091","Rhabdornis inornatus",0
"8092","Rhabdornis mystacalis",0
"8093","Rhagologus leucostigma",0
"8094","Rhamphocoris clotbey",0
"8095","Rhamphomantis megarhynchus",0
"8096","Rhaphidura leucopygialis",0
"8097","Rhaphidura sabini",0
"8098","Rhea americana",52
"8099","Rhea pennata",11
"8100","Rhegmatorhina berlepschi",1
"8101","Rhegmatorhina cristata",0
"8102","Rhegmatorhina gymnops",0
"8103","Rhegmatorhina hoffmannsi",1
"8104","Rhegmatorhina melanosticta",0
"8105","Rheinardia ocellata",0
"8106","Rhinocrypta lanceolata",0
"8107","Rhinomyias additus",0
"8108","Rhinomyias albigularis",0
"8109","Rhinomyias brunneatus",0
"8110","Rhinomyias colonus",0
"8111","Rhinomyias goodfellowi",0
"8112","Rhinomyias gularis",0
"8113","Rhinomyias insignis",0
"8114","Rhinomyias olivaceus",0
"8115","Rhinomyias oscillans",0
"8116","Rhinomyias ruficauda",0
"8117","Rhinomyias umbratilis",0
"8118","Rhinoplax vigil",2
"8119","Rhinopomastus aterrimus",0
"8120","Rhinopomastus cyanomelas",0
"8121","Rhinopomastus minor",0
"8122","Rhinoptilus africanus",0
"8123","Rhinoptilus bitorquatus",0
"8124","Rhinoptilus chalcopterus",0
"8125","Rhinoptilus cinctus",0
"8126","Rhipidura albicollis",0
"8127","Rhipidura albolimbata",0
"8128","Rhipidura atra",0
"8129","Rhipidura aureola",0
"8130","Rhipidura brachyrhyncha",0
"8131","Rhipidura cockerelli",0
"8132","Rhipidura cyaniceps",1
"8133","Rhipidura dahli",0
"8134","Rhipidura dedemi",0
"8135","Rhipidura diluta",0
"8136","Rhipidura drownei",0
"8137","Rhipidura euryura",0
"8138","Rhipidura fuliginosa",1
"8139","Rhipidura fuscorufa",0
"8140","Rhipidura hyperythra",0
"8141","Rhipidura javanica",0
"8142","Rhipidura kubaryi",0
"8143","Rhipidura lepida",0
"8144","Rhipidura leucophrys",3
"8145","Rhipidura leucothorax",0
"8146","Rhipidura maculipectus",0
"8147","Rhipidura malaitae",0
"8148","Rhipidura matthiae",0
"8149","Rhipidura nebulosa",0
"8150","Rhipidura nigrocinnamomea",0
"8151","Rhipidura opistherythra",0
"8152","Rhipidura perlata",0
"8153","Rhipidura personata",0
"8154","Rhipidura phasiana",0
"8155","Rhipidura phoenicura",0
"8156","Rhipidura rennelliana",0
"8157","Rhipidura rufidorsa",0
"8158","Rhipidura rufifrons",2
"8159","Rhipidura rufiventris",0
"8160","Rhipidura semirubra",0
"8161","Rhipidura superciliaris",0
"8162","Rhipidura superflua",0
"8163","Rhipidura tenebrosa",0
"8164","Rhipidura teysmanni",1
"8165","Rhipidura threnothorax",0
"8166","Rhipidura verreauxi",0
"8167","Rhizothera longirostris",0
"8168","Rhodinocichla rosea",0
"8169","Rhodopechys obsoletus",0
"8170","Rhodopechys sanguineus",0
"8171","Rhodophoneus cruentus",0
"8172","Rhodopis vesper",0
"8173","Rhodospingus cruentus",0
"8174","Rhodostethia rosea",4
"8175","Rhodothraupis celaeno",0
"8176","Rhopocichla atriceps",0
"8177","Rhopophilus pekinensis",0
"8178","Rhopornis ardesiacus",0
"8179","Rhyacornis bicolor",0
"8180","Rhyacornis fuliginosa",0
"8181","Rhynchocyclus brevirostris",0
"8182","Rhynchocyclus fulvipectus",0
"8183","Rhynchocyclus olivaceus",0
"8184","Rhynchocyclus pacificus",0
"8185","Rhynchopsitta pachyrhyncha",12
"8186","Rhynchopsitta terrisi",1
"8187","Rhynchortyx cinctus",0
"8188","Rhynchostruthus louisae",0
"8189","Rhynchostruthus percivali",0
"8190","Rhynchostruthus socotranus",0
"8191","Rhynchotus maculicollis",0
"8192","Rhynchotus rufescens",8
"8193","Rhynochetos jubatus",2
"8194","Rhytipterna holerythra",0
"8195","Rhytipterna immunda",0
"8196","Rhytipterna simplex",0
"8197","Rigidipenna inexpectata",1
"8198","Rimator albostriatus",0
"8199","Rimator malacoptilus",0
"8200","Rimator pasquieri",0
"8201","Riparia cincta",0
"8202","Riparia congica",0
"8203","Riparia paludicola",0
"8204","Riparia riparia",28
"8205","Rissa brevirostris",5
"8206","Rissa tridactyla",144
"8207","Robsonius rabori",0
"8208","Robsonius sorsogonensis",0
"8209","Rollandia microptera",0
"8210","Rollandia rolland",1
"8211","Rollulus rouloul",1
"8212","Roraimia adusta",0
"8213","Rostratula australis",0
"8214","Rostratula benghalensis",0
"8215","Rostratula semicollaris",0
"8216","Rostrhamus sociabilis",21
"8217","Rougetius rougetii",0
"8218","Rowettia goughensis",2
"8219","Rukia longirostra",0
"8220","Rukia ruki",0
"8221","Rupicola peruvianus",1
"8222","Rupicola rupicola",1
"8223","Ruwenzorornis johnstoni",0
"8224","Rynchops albicollis",0
"8225","Rynchops flavirostris",0
"8226","Rynchops niger",14
"8227","Sagittarius serpentarius",1
"8228","Sakesphorus bernardi",0
"8229","Sakesphorus canadensis",0
"8230","Sakesphorus cristatus",0
"8231","Sakesphorus luctuosus",1
"8232","Sakesphorus melanonotus",0
"8233","Sakesphorus melanothorax",0
"8234","Salpinctes obsoletus",1
"8235","Salpornis spilonotus",0
"8236","Saltator albicollis",1
"8237","Saltator atriceps",0
"8238","Saltator atricollis",0
"8239","Saltator atripennis",0
"8240","Saltator aurantiirostris",1
"8241","Saltator cinctus",0
"8242","Saltator coerulescens",0
"8243","Saltator fuliginosus",0
"8244","Saltator grossus",0
"8245","Saltator maxillosus",0
"8246","Saltator maximus",0
"8247","Saltator nigriceps",0
"8248","Saltator orenocensis",0
"8249","Saltator rufiventris",1
"8250","Saltator similis",9
"8251","Saltator striatipectus",1
"8252","Saltatricula multicolor",0
"8253","Salvadorina waigiuensis",0
"8254","Sapayoa aenigma",0
"8255","Sappho sparganura",0
"8256","Sarcogyps calvus",1
"8257","Sarcops calvus",0
"8258","Sarcoramphus papa",5
"8259","Sarkidiornis melanotos",1
"8260","Saroglossa aurata",0
"8261","Saroglossa spiloptera",0
"8262","Sarothrura affinis",0
"8263","Sarothrura ayresi",3
"8264","Sarothrura boehmi",0
"8265","Sarothrura elegans",0
"8266","Sarothrura insularis",0
"8267","Sarothrura lugens",0
"8268","Sarothrura pulchra",0
"8269","Sarothrura rufa",0
"8270","Sarothrura watersi",0
"8271","Sasia abnormis",0
"8272","Sasia africana",0
"8273","Sasia ochracea",1
"8274","Satrapa icterophrys",0
"8275","Saxicola caprata",0
"8276","Saxicola dacotiae",0
"8277","Saxicola ferreus",0
"8278","Saxicola gutturalis",0
"8279","Saxicola insignis",0
"8280","Saxicola jerdoni",0
"8281","Saxicola leucurus",0
"8282","Saxicola macrorhynchus",0
"8283","Saxicola rubetra",3
"8284","Saxicola tectes",0
"8285","Saxicola torquatus",0
"8286","Saxicoloides fulicatus",0
"8287","Sayornis nigricans",2
"8288","Sayornis phoebe",6
"8289","Sayornis saya",0
"8290","Scelorchilus albicollis",0
"8291","Scelorchilus rubecula",4
"8292","Scenopoeetes dentirostris",0
"8293","Schetba rufa",2
"8294","Schiffornis major",0
"8295","Schiffornis turdina",1
"8296","Schiffornis virescens",1
"8297","Schistes geoffroyi",0
"8298","Schistochlamys melanopis",0
"8299","Schistochlamys ruficapillus",1
"8300","Schistocichla brunneiceps",0
"8301","Schistocichla caurensis",0
"8302","Schistocichla humaythae",0
"8303","Schistocichla leucostigma",0
"8304","Schistocichla rufifacies",0
"8305","Schistocichla saturata",0
"8306","Schistocichla schistacea",0
"8307","Schizoeaca coryi",0
"8308","Schizoeaca fuliginosa",0
"8309","Schizoeaca griseomurina",0
"8310","Schizoeaca harterti",0
"8311","Schizoeaca helleri",0
"8312","Schizoeaca palpebralis",0
"8313","Schizoeaca perijana",0
"8314","Schizoeaca vilcabambae",0
"8315","Schoenicola brevirostris",0
"8316","Schoenicola platyurus",0
"8317","Schoeniophylax phryganophilus",0
"8318","Schoutedenapus myoptilus",0
"8319","Schoutedenapus schoutedeni",0
"8320","Scissirostrum dubium",0
"8321","Sclateria naevia",0
"8322","Sclerurus albigularis",0
"8323","Sclerurus caudacutus",0
"8324","Sclerurus guatemalensis",0
"8325","Sclerurus mexicanus",1
"8326","Sclerurus rufigularis",0
"8327","Sclerurus scansor",1
"8328","Scolopax bukidnonensis",0
"8329","Scolopax celebensis",0
"8330","Scolopax minor",15
"8331","Scolopax mira",0
"8332","Scolopax rochussenii",0
"8333","Scolopax rosenbergii",0
"8334","Scolopax rusticola",12
"8335","Scolopax saturata",0
"8336","Scopus umbretta",1
"8337","Scotocerca inquieta",0
"8338","Scotopelia bouvieri",0
"8339","Scotopelia peli",0
"8340","Scotopelia ussheri",0
"8341","Scytalopus acutirostris",0
"8342","Scytalopus affinis",0
"8343","Scytalopus altirostris",0
"8344","Scytalopus argentifrons",0
"8345","Scytalopus atratus",0
"8346","Scytalopus bolivianus",0
"8347","Scytalopus canus",0
"8348","Scytalopus caracae",0
"8349","Scytalopus chocoensis",0
"8350","Scytalopus femoralis",0
"8351","Scytalopus fuscus",0
"8352","Scytalopus griseicollis",0
"8353","Scytalopus iraiensis",0
"8354","Scytalopus latebricola",0
"8355","Scytalopus latrans",0
"8356","Scytalopus macropus",0
"8357","Scytalopus magellanicus",0
"8358","Scytalopus meridanus",0
"8359","Scytalopus micropterus",0
"8360","Scytalopus novacapitalis",1
"8361","Scytalopus pachecoi",0
"8362","Scytalopus panamensis",0
"8363","Scytalopus parkeri",0
"8364","Scytalopus parvirostris",0
"8365","Scytalopus robbinsi",0
"8366","Scytalopus rodriguezi",0
"8367","Scytalopus sanctaemartae",0
"8368","Scytalopus schulenbergi",0
"8369","Scytalopus simonsi",0
"8370","Scytalopus speluncae",0
"8371","Scytalopus spillmanni",0
"8372","Scytalopus stilesi",0
"8373","Scytalopus superciliaris",0
"8374","Scytalopus unicolor",0
"8375","Scytalopus urubambae",0
"8376","Scytalopus vicinior",0
"8377","Scytalopus zimmeri",0
"8378","Scythrops novaehollandiae",0
"8379","Seicercus affinis",0
"8380","Seicercus burkii",0
"8381","Seicercus castaniceps",0
"8382","Seicercus grammiceps",0
"8383","Seicercus montis",0
"8384","Seicercus omeiensis",0
"8385","Seicercus poliogenys",0
"8386","Seicercus soror",0
"8387","Seicercus tephrocephalus",0
"8388","Seicercus valentini",0
"8389","Seicercus whistleri",0
"8390","Seiurus aurocapilla",24
"8391","Seiurus motacilla",0
"8392","Seiurus noveboracensis",6
"8393","Selasphorus ardens",0
"8394","Selasphorus flammula",1
"8395","Selasphorus platycercus",8
"8396","Selasphorus rufus",44
"8397","Selasphorus sasin",7
"8398","Selasphorus scintilla",0
"8399","Selenidera gouldii",0
"8400","Selenidera maculirostris",0
"8401","Selenidera nattereri",0
"8402","Selenidera piperivora",0
"8403","Selenidera reinwardtii",0
"8404","Selenidera spectabilis",1
"8405","Seleucidis melanoleucus",0
"8406","Semioptera wallacii",0
"8407","Semnornis frantzii",0
"8408","Semnornis ramphastinus",0
"8409","Sephanoides fernandensis",0
"8410","Sephanoides sephaniodes",2
"8411","Sericornis arfakianus",0
"8412","Sericornis beccarii",0
"8413","Sericornis citreogularis",0
"8414","Sericornis frontalis",7
"8415","Sericornis humilis",0
"8416","Sericornis keri",0
"8417","Sericornis magnirostra",0
"8418","Sericornis nouhuysi",0
"8419","Sericornis papuensis",0
"8420","Sericornis perspicillatus",0
"8421","Sericornis rufescens",0
"8422","Sericornis spilodera",0
"8423","Sericornis virgatus",0
"8424","Sericossypha albocristata",0
"8425","Sericulus aureus",0
"8426","Sericulus bakeri",0
"8427","Sericulus chrysocephalus",0
"8428","Serilophus lunatus",1
"8429","Serinus alario",0
"8430","Serinus albogularis",0
"8431","Serinus ankoberensis",0
"8432","Serinus atrogularis",0
"8433","Serinus buchanani",0
"8434","Serinus burtoni",0
"8435","Serinus canaria",50
"8436","Serinus canicollis",0
"8437","Serinus capistratus",0
"8438","Serinus citrinelloides",0
"8439","Serinus citrinipectus",0
"8440","Serinus donaldsoni",0
"8441","Serinus dorsostriatus",0
"8442","Serinus estherae",0
"8443","Serinus flavigula",0
"8444","Serinus flaviventris",0
"8445","Serinus flavivertex",0
"8446","Serinus frontalis",0
"8447","Serinus gularis",0
"8448","Serinus hypostictus",0
"8449","Serinus koliensis",0
"8450","Serinus leucopterus",0
"8451","Serinus leucopygius",0
"8452","Serinus melanochrous",0
"8453","Serinus menachensis",0
"8454","Serinus mennelli",0
"8455","Serinus mozambicus",0
"8456","Serinus nigriceps",0
"8457","Serinus pusillus",0
"8458","Serinus reichardi",0
"8459","Serinus rothschildi",0
"8460","Serinus rufobrunneus",0
"8461","Serinus scotops",0
"8462","Serinus serinus",35
"8463","Serinus striolatus",0
"8464","Serinus sulphuratus",0
"8465","Serinus symonsi",0
"8466","Serinus syriacus",0
"8467","Serinus thibetanus",0
"8468","Serinus totta",0
"8469","Serinus tristriatus",0
"8470","Serinus whytii",0
"8471","Serinus xantholaemus",0
"8472","Serinus xanthopygius",0
"8473","Serpophaga cinerea",0
"8474","Serpophaga hypoleuca",0
"8475","Serpophaga munda",0
"8476","Serpophaga nigricans",0
"8477","Serpophaga subcristata",0
"8478","Setophaga ruticilla",32
"8479","Setornis criniger",0
"8480","Sheppardia aequatorialis",0
"8481","Sheppardia aurantiithorax",0
"8482","Sheppardia bocagei",0
"8483","Sheppardia cyornithopsis",0
"8484","Sheppardia gabela",0
"8485","Sheppardia gunningi",0
"8486","Sheppardia lowei",0
"8487","Sheppardia montana",0
"8488","Sheppardia sharpei",0
"8489","Sialia currucoides",11
"8490","Sialia mexicana",26
"8491","Sialia sialis",67
"8492","Sicalis auriventris",0
"8493","Sicalis citrina",1
"8494","Sicalis columbiana",0
"8495","Sicalis flaveola",16
"8496","Sicalis lebruni",0
"8497","Sicalis lutea",0
"8498","Sicalis luteocephala",0
"8499","Sicalis luteola",0
"8500","Sicalis olivascens",0
"8501","Sicalis raimondii",0
"8502","Sicalis taczanowskii",0
"8503","Sicalis uropygialis",0
"8504","Sigelus silens",0
"8505","Simoxenops striatus",0
"8506","Simoxenops ucayalae",0
"8507","Siphonorhis brewsteri",0
"8508","Sipodotus wallacii",0
"8509","Siptornis striaticollis",0
"8510","Siptornopsis hypochondriaca",0
"8511","Sirystes albogriseus",0
"8512","Sirystes sibilator",2
"8513","Sitta azurea",0
"8514","Sitta canadensis",6
"8515","Sitta carolinensis",14
"8516","Sitta cashmirensis",0
"8517","Sitta castanea",0
"8518","Sitta europaea",1
"8519","Sitta formosa",0
