"","species","id","Lineage_Name","parasiteGenus","order","family","genus","record","Pr","Jetz.species","match"
"9304","Turdus migratorius","COLBF28_Turdus migratorius","COLBF28","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_migratorius","yes"
"9305","Turdus migratorius","COLL2_Turdus migratorius","COLL2","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9306","Turdus migratorius","TURMIG05_Turdus migratorius","TURMIG05","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9307","Turdus migratorius","TUMIG07_Turdus migratorius","TUMIG07","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9308","Turdus migratorius","TUMIG08_Turdus migratorius","TUMIG08","Haemoproteus","Passeriformes","Turdidae","Turdus",4,0,"Turdus_migratorius","yes"
"9309","Turdus migratorius","LAIRI01_Turdus migratorius","LAIRI01","Plasmodium","Passeriformes","Turdidae","Turdus",3,0,"Turdus_migratorius","yes"
"9310","Turdus migratorius","TUMIG16_Turdus migratorius","TUMIG16","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9311","Turdus migratorius","TUMIG20_Turdus migratorius","TUMIG20","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9312","Turdus migratorius","TUMIG21_Turdus migratorius","TUMIG21","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9313","Turdus migratorius","TUMIG19_Turdus migratorius","TUMIG19","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9314","Turdus migratorius","TURMIG09_Turdus migratorius","TURMIG09","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9315","Turdus migratorius","DENPET03_Turdus migratorius","DENPET03","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9316","Turdus migratorius","TUMIG06_Turdus migratorius","TUMIG06","Haemoproteus","Passeriformes","Turdidae","Turdus",2,0,"Turdus_migratorius","yes"
"9317","Turdus migratorius","TUMIG15_Turdus migratorius","TUMIG15","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9318","Turdus migratorius","TUMIG14_Turdus migratorius","TUMIG14","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9319","Turdus migratorius","TUMIG17_Turdus migratorius","TUMIG17","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9320","Turdus migratorius","CATUST22_Turdus migratorius","CATUST22","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9321","Turdus migratorius","TUMIG02_Turdus migratorius","TUMIG02","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9322","Turdus migratorius","CATUST06_Turdus migratorius","CATUST06","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9323","Turdus migratorius","TUMIG1_Turdus migratorius","TUMIG1","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9324","Turdus migratorius","TUMIG11_Turdus migratorius","TUMIG11","Leucocytozoon","Passeriformes","Turdidae","Turdus",5,0,"Turdus_migratorius","yes"
"9325","Turdus migratorius","TURMIG08_Turdus migratorius","TURMIG08","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9326","Turdus migratorius","TUMIG03_Turdus migratorius","TUMIG03","Plasmodium","Passeriformes","Turdidae","Turdus",4,0,"Turdus_migratorius","yes"
"9327","Turdus migratorius","SYAT05_Turdus migratorius","SYAT05","Plasmodium","Passeriformes","Turdidae","Turdus",3,0,"Turdus_migratorius","yes"
"9328","Turdus migratorius","TUMIG13_Turdus migratorius","TUMIG13","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9329","Turdus migratorius","TUMIG10_Turdus migratorius","TUMIG10","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9330","Turdus migratorius","TUMIG05_Turdus migratorius","TUMIG05","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9331","Turdus migratorius","TUMIG09_Turdus migratorius","TUMIG09","Leucocytozoon","Passeriformes","Turdidae","Turdus",4,0,"Turdus_migratorius","yes"
"9332","Turdus migratorius","BT7_Turdus migratorius","BT7","Plasmodium","Passeriformes","Turdidae","Turdus",5,0,"Turdus_migratorius","yes"
"9333","Turdus migratorius","TURDUS2_Turdus migratorius","TURDUS2","Haemoproteus","Passeriformes","Turdidae","Turdus",3,0,"Turdus_migratorius","yes"
"9334","Turdus migratorius","TUMIG04_Turdus migratorius","TUMIG04","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9335","Turdus migratorius","TUMIG18_Turdus migratorius","TUMIG18","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9336","Turdus migratorius","COLBF32_Turdus migratorius","COLBF32","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_migratorius","yes"
"9337","Turdus migratorius","POEATR01_Turdus migratorius","POEATR01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9338","Turdus migratorius","PADOM11_Turdus migratorius","PADOM11","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_migratorius","yes"
"9339","Turdus mupinensis","TUCHR01_Turdus mupinensis","TUCHR01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_mupinensis","yes"
"9340","Turdus mupinensis","COLL2_Turdus mupinensis","COLL2","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_mupinensis","yes"
"9341","Turdus naumanni","TURNAU01_Turdus naumanni","TURNAU01","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,NA,NA
"9342","Turdus nigriceps","TUMIG03_Turdus nigriceps","TUMIG03","Plasmodium","Passeriformes","Turdidae","Turdus",6,0,"Turdus_nigriceps","yes"
"9343","Turdus nigriceps","TURALB01_Turdus nigriceps","TURALB01","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_nigriceps","yes"
"9344","Turdus nigriceps","TUNIG01_Turdus nigriceps","TUNIG01","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_nigriceps","yes"
"9345","Turdus nigriceps","VIOLI06_Turdus nigriceps","VIOLI06","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_nigriceps","yes"
"9346","Turdus nigriceps","TASCH01_Turdus nigriceps","TASCH01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_nigriceps","yes"
"9347","Turdus nigriceps","VIGIL09_Turdus nigriceps","VIGIL09","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_nigriceps","yes"
"9348","Turdus nigriceps","BAEBIC02_Turdus nigriceps","BAEBIC02","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_nigriceps","yes"
"9349","Turdus nigriceps","TROAED20_Turdus nigriceps","TROAED20","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_nigriceps","yes"
"9350","Turdus obscurus","TUOBS01_Turdus obscurus","TUOBS01","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_obscurus","yes"
"9351","Turdus olivaceofuscus","TUROLI03_Turdus olivaceofuscus","TUROLI03","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9352","Turdus olivaceofuscus","CRIRUF01_Turdus olivaceofuscus","CRIRUF01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9353","Turdus olivaceofuscus","TUROLI02_Turdus olivaceofuscus","TUROLI02","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9354","Turdus olivaceofuscus","TUROLI10_Turdus olivaceofuscus","TUROLI10","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9355","Turdus olivaceofuscus","TUROLI09_Turdus olivaceofuscus","TUROLI09","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9356","Turdus olivaceofuscus","TUROLI06_Turdus olivaceofuscus","TUROLI06","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9357","Turdus olivaceofuscus","TUROLI11_Turdus olivaceofuscus","TUROLI11","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9358","Turdus olivaceofuscus","TUROLI04_Turdus olivaceofuscus","TUROLI04","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9359","Turdus olivaceofuscus","TUROLI05_Turdus olivaceofuscus","TUROLI05","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9360","Turdus olivaceofuscus","TUROLI08_Turdus olivaceofuscus","TUROLI08","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9361","Turdus olivaceofuscus","TUROLI12_Turdus olivaceofuscus","TUROLI12","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9362","Turdus olivaceofuscus","TUROLI01_Turdus olivaceofuscus","TUROLI01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivaceofuscus","yes"
"9363","Turdus olivater","TUOLI01_Turdus olivater","TUOLI01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivater","yes"
"9364","Turdus olivater","TUMIG03_Turdus olivater","TUMIG03","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivater","yes"
"9365","Turdus olivater","CATUST05_Turdus olivater","CATUST05","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_olivater","yes"
"9366","Turdus pallidus","TUREUN01_Turdus pallidus","TUREUN01","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pallidus","yes"
"9367","Turdus pallidus","SYAT05_Turdus pallidus","SYAT05","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pallidus","yes"
"9368","Turdus pallidus","BT7_Turdus pallidus","BT7","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pallidus","yes"
"9369","Turdus pallidus","TUCHR01_Turdus pallidus","TUCHR01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pallidus","yes"
"9370","Turdus pallidus","TURPAL01_Turdus pallidus","TURPAL01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pallidus","yes"
"9371","Turdus pallidus","TURPAL02_Turdus pallidus","TURPAL02","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pallidus","yes"
"9372","Turdus pelios","TURPEL06_Turdus pelios","TURPEL06","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9373","Turdus pelios","AFTRU3_Turdus pelios","AFTRU3","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pelios","yes"
"9374","Turdus pelios","AFTRU5_Turdus pelios","AFTRU5","Plasmodium","Passeriformes","Turdidae","Turdus",3,0,"Turdus_pelios","yes"
"9375","Turdus pelios","ILABY01_Turdus pelios","ILABY01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9376","Turdus pelios","AFTRU2_Turdus pelios","AFTRU2","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pelios","yes"
"9377","Turdus pelios","AFTRU08_Turdus pelios","AFTRU08","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9378","Turdus pelios","TURPEL04_Turdus pelios","TURPEL04","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9379","Turdus pelios","AFTRU4_Turdus pelios","AFTRU4","Plasmodium","Passeriformes","Turdidae","Turdus",5,0,"Turdus_pelios","yes"
"9380","Turdus pelios","TURPEL05_Turdus pelios","TURPEL05","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9381","Turdus pelios","TURPEL01_Turdus pelios","TURPEL01","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pelios","yes"
"9382","Turdus pelios","SYAT05_Turdus pelios","SYAT05","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9383","Turdus pelios","AFTRU06_Turdus pelios","AFTRU06","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9384","Turdus pelios","AFTRU09_Turdus pelios","AFTRU09","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pelios","yes"
"9385","Turdus pelios","AFTRU07_Turdus pelios","AFTRU07","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9386","Turdus pelios","AFTRU1_Turdus pelios","AFTRU1","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pelios","yes"
"9387","Turdus pelios","TURPEL03_Turdus pelios","TURPEL03","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9388","Turdus pelios","TURPEL02_Turdus pelios","TURPEL02","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9389","Turdus pelios","BUL3_Turdus pelios","BUL3","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pelios","yes"
"9390","Turdus philomelos","SYAT05_Turdus philomelos","SYAT05","Plasmodium","Passeriformes","Turdidae","Turdus",6,0,"Turdus_philomelos","yes"
"9391","Turdus philomelos","TUPHI09_Turdus philomelos","TUPHI09","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9392","Turdus philomelos","TUPHI03_Turdus philomelos","TUPHI03","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9393","Turdus philomelos","TUPHI12_Turdus philomelos","TUPHI12","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9394","Turdus philomelos","TUPHI06_Turdus philomelos","TUPHI06","Leucocytozoon","Passeriformes","Turdidae","Turdus",4,0,"Turdus_philomelos","yes"
"9395","Turdus philomelos","TURDUS1_Turdus philomelos","TURDUS1","Plasmodium","Passeriformes","Turdidae","Turdus",7,0,"Turdus_philomelos","yes"
"9396","Turdus philomelos","TUPHI08_Turdus philomelos","TUPHI08","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9397","Turdus philomelos","BT7_Turdus philomelos","BT7","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_philomelos","yes"
"9398","Turdus philomelos","SANG02_Turdus philomelos","SANG02","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9399","Turdus philomelos","COLL2_Turdus philomelos","COLL2","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9400","Turdus philomelos","TURDUS2_Turdus philomelos","TURDUS2","Haemoproteus","Passeriformes","Turdidae","Turdus",2,0,"Turdus_philomelos","yes"
"9401","Turdus philomelos","TUPHI13_Turdus philomelos","TUPHI13","Leucocytozoon","Passeriformes","Turdidae","Turdus",3,0,"Turdus_philomelos","yes"
"9402","Turdus philomelos","TUPHI01_Turdus philomelos","TUPHI01","Haemoproteus","Passeriformes","Turdidae","Turdus",9,0,"Turdus_philomelos","yes"
"9403","Turdus philomelos","GRW06_Turdus philomelos","GRW06","Plasmodium","Passeriformes","Turdidae","Turdus",4,0,"Turdus_philomelos","yes"
"9404","Turdus philomelos","LINN1_Turdus philomelos","LINN1","Plasmodium","Passeriformes","Turdidae","Turdus",8,0,"Turdus_philomelos","yes"
"9405","Turdus philomelos","TUPHI05_Turdus philomelos","TUPHI05","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9406","Turdus philomelos","TUPHI11_Turdus philomelos","TUPHI11","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9407","Turdus philomelos","STUR1_Turdus philomelos","STUR1","Leucocytozoon","Passeriformes","Turdidae","Turdus",4,0,"Turdus_philomelos","yes"
"9408","Turdus philomelos","SW2_Turdus philomelos","SW2","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9409","Turdus philomelos","TUCHR01_Turdus philomelos","TUCHR01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9410","Turdus philomelos","EUSE2_Turdus philomelos","EUSE2","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9411","Turdus philomelos","TUPHI04_Turdus philomelos","TUPHI04","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9412","Turdus philomelos","SYAT32_Turdus philomelos","SYAT32","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9413","Turdus philomelos","TUPHI14_Turdus philomelos","TUPHI14","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9414","Turdus philomelos","TUPHI02_Turdus philomelos","TUPHI02","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_philomelos","yes"
"9415","Turdus philomelos","ANLAT12_Turdus philomelos","ANLAT12","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_philomelos","yes"
"9416","Turdus pilaris","TURDUS2_Turdus pilaris","TURDUS2","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pilaris","yes"
"9417","Turdus pilaris","TUCHR01_Turdus pilaris","TUCHR01","Haemoproteus","Passeriformes","Turdidae","Turdus",2,0,"Turdus_pilaris","yes"
"9418","Turdus pilaris","CAP3_Turdus pilaris","CAP3","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pilaris","yes"
"9419","Turdus pilaris","PHYBOR04_Turdus pilaris","PHYBOR04","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pilaris","yes"
"9420","Turdus pilaris","TURPIL01_Turdus pilaris","TURPIL01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_pilaris","yes"
"9421","Turdus reevei","SETAUD08_Turdus reevei","SETAUD08","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,NA,NA
"9422","Turdus rubrocanus","TURDUS2_Turdus rubrocanus","TURDUS2","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rubrocanus","yes"
"9423","Turdus rufiventris","PSABIF01_Turdus rufiventris","PSABIF01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9424","Turdus rufiventris","TURUF01_Turdus rufiventris","TURUF01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9425","Turdus rufiventris","TURFUL01_Turdus rufiventris","TURFUL01","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9426","Turdus rufiventris","TURUF04_Turdus rufiventris","TURUF04","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9427","Turdus rufiventris","TURUF03_Turdus rufiventris","TURUF03","Plasmodium","Passeriformes","Turdidae","Turdus",8,0,"Turdus_rufiventris","yes"
"9428","Turdus rufiventris","CORPIL01_Turdus rufiventris","CORPIL01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9429","Turdus rufiventris","VOLJAC02_Turdus rufiventris","VOLJAC02","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9430","Turdus rufiventris","TUMIG03_Turdus rufiventris","TUMIG03","Plasmodium","Passeriformes","Turdidae","Turdus",5,0,"Turdus_rufiventris","yes"
"9431","Turdus rufiventris","TURUF02_Turdus rufiventris","TURUF02","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9432","Turdus rufiventris","TURALB01_Turdus rufiventris","TURALB01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9433","Turdus rufiventris","MAFUS02_Turdus rufiventris","MAFUS02","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9434","Turdus rufiventris","TURFLA01_Turdus rufiventris","TURFLA01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9435","Turdus rufiventris","PADOM09_Turdus rufiventris","PADOM09","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_rufiventris","yes"
"9436","Turdus rufiventris","DENPET03_Turdus rufiventris","DENPET03","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_rufiventris","yes"
"9437","Turdus rufiventris","TURALB03_Turdus rufiventris","TURALB03","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,"Turdus_rufiventris","yes"
"9438","Turdus rufiventris","SPMAG06_Turdus rufiventris","SPMAG06","Plasmodium","Passeriformes","Turdidae","Turdus",3,0,"Turdus_rufiventris","yes"
"9439","Turdus serranus","TURSER01_Turdus serranus","TURSER01","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_serranus","yes"
"9440","Turdus serranus","TUMIG03_Turdus serranus","TUMIG03","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_serranus","yes"
"9441","Turdus serranus","TUSER01_Turdus serranus","TUSER01","Leucocytozoon","Passeriformes","Turdidae","Turdus",2,0,"Turdus_serranus","yes"
"9442","Turdus serranus","TROAED20_Turdus serranus","TROAED20","Haemoproteus","Passeriformes","Turdidae","Turdus",2,0,"Turdus_serranus","yes"
"9443","Turdus serranus","CATUST06_Turdus serranus","CATUST06","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_serranus","yes"
"9444","Turdus serranus","ARBRU02_Turdus serranus","ARBRU02","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_serranus","yes"
"9445","Turdus serranus","TURDUS2_Turdus serranus","TURDUS2","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_serranus","yes"
"9446","Turdus subalaris","BAFLA04_Turdus subalaris","BAFLA04","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,NA,NA
"9447","Turdus subalaris","TUMIG03_Turdus subalaris","TUMIG03","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,NA,NA
"9448","Turdus subalaris","TSUB01_Turdus subalaris","TSUB01","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,NA,NA
"9449","Turdus torquatus","TURDUS2_Turdus torquatus","TURDUS2","Haemoproteus","Passeriformes","Turdidae","Turdus",1,0,"Turdus_torquatus","yes"
"9450","Turdus unicolor","AFTRU5_Turdus unicolor","AFTRU5","Plasmodium","Passeriformes","Turdidae","Turdus",1,0,NA,NA
"9451","Turdus viscivorus","TUVIS01_Turdus viscivorus","TUVIS01","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_viscivorus","yes"
"9452","Turdus viscivorus","MTUR1_Turdus viscivorus","MTUR1","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_viscivorus","yes"
"9453","Turdus viscivorus","MTUR2_Turdus viscivorus","MTUR2","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_viscivorus","yes"
"9454","Turdus viscivorus","CUKI1_Turdus viscivorus","CUKI1","Haemoproteus","Passeriformes","Turdidae","Turdus",2,0,"Turdus_viscivorus","yes"
"9455","Turdus viscivorus","SGS1_Turdus viscivorus","SGS1","Plasmodium","Passeriformes","Turdidae","Turdus",2,1,"Turdus_viscivorus","yes"
"9456","Turdus viscivorus","TUVIS02_Turdus viscivorus","TUVIS02","Leucocytozoon","Passeriformes","Turdidae","Turdus",1,0,"Turdus_viscivorus","yes"
"9457","Turdus viscivorus","SYAT05_Turdus viscivorus","SYAT05","Plasmodium","Passeriformes","Turdidae","Turdus",2,0,"Turdus_viscivorus","yes"
"9458","Turtur abyssinicus","LAMPUR03_Turtur abyssinicus","LAMPUR03","Plasmodium","Columbiformes","Columbidae","Turtur",1,0,NA,NA
"9459","Turtur abyssinicus","TURABY02_Turtur abyssinicus","TURABY02","Haemoproteus","Columbiformes","Columbidae","Turtur",1,0,NA,NA
"9460","Turtur abyssinicus","TURABY01_Turtur abyssinicus","TURABY01","Haemoproteus","Columbiformes","Columbidae","Turtur",1,0,NA,NA
"9461","Turtur afer","ESTMEL03_Turtur afer","ESTMEL03","Haemoproteus","Columbiformes","Columbidae","Turtur",1,0,"Turtur_afer","yes"
"9462","Turtur afer","TURAFE03_Turtur afer","TURAFE03","Haemoproteus","Columbiformes","Columbidae","Turtur",1,0,"Turtur_afer","yes"
"9463","Turtur afer","TURAFE02_Turtur afer","TURAFE02","Haemoproteus","Columbiformes","Columbidae","Turtur",1,0,"Turtur_afer","yes"
"9464","Turtur afer","MILANS06_Turtur afer","MILANS06","Plasmodium","Columbiformes","Columbidae","Turtur",1,0,"Turtur_afer","yes"
"9465","Turtur afer","TURAF01_Turtur afer","TURAF01","Plasmodium","Columbiformes","Columbidae","Turtur",1,0,"Turtur_afer","yes"
"9466","Turtur chalcospilos","AFR044_Turtur chalcospilos","AFR044","Haemoproteus","Columbiformes","Columbidae","Turtur",1,0,"Turtur_chalcospilos","yes"
"9467","Turtur tympanistria","TURTYM01_Turtur tympanistria","TURTYM01","Haemoproteus","Columbiformes","Columbidae","Turtur",1,0,"Turtur_tympanistria","yes"
"9468","Tylas eduardi","GRW04_Tylas eduardi","GRW04","Plasmodium","Passeriformes","Vangidae","Tylas",3,1,"Tylas_eduardi","yes"
"9469","Tylas eduardi","TYLEDU01_Tylas eduardi","TYLEDU01","Haemoproteus","Passeriformes","Vangidae","Tylas",1,0,"Tylas_eduardi","yes"
"9470","Tympanuchus phasianellus","BT7_Tympanuchus phasianellus","BT7","Plasmodium","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9471","Tympanuchus phasianellus","TETURO02_Tympanuchus phasianellus","TETURO02","Haemoproteus","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9472","Tympanuchus phasianellus","AKGPH02_Tympanuchus phasianellus","AKGPH02","Haemoproteus","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9473","Tympanuchus phasianellus","AKGPL03_Tympanuchus phasianellus","AKGPL03","Leucocytozoon","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9474","Tympanuchus phasianellus","AKGPL04_Tympanuchus phasianellus","AKGPL04","Leucocytozoon","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9475","Tympanuchus phasianellus","AKGPL05_Tympanuchus phasianellus","AKGPL05","Leucocytozoon","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9476","Tympanuchus phasianellus","AKGPL12_Tympanuchus phasianellus","AKGPL12","Leucocytozoon","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
