"","species","id","Lineage_Name","parasiteGenus","order","family","genus","record","Pr","Jetz.species","match"
"6618","Phlegopsis nigromaculata","THASAT06_Phlegopsis nigromaculata","THASAT06","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6619","Phlegopsis nigromaculata","PHLNIG04_Phlegopsis nigromaculata","PHLNIG04","Haemoproteus","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6620","Phlegopsis nigromaculata","PHLNIG02_Phlegopsis nigromaculata","PHLNIG02","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6621","Phlegopsis nigromaculata","THACAE01_Phlegopsis nigromaculata","THACAE01","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6622","Phlegopsis nigromaculata","PHLNIG03_Phlegopsis nigromaculata","PHLNIG03","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",5,0,"Phlegopsis_nigromaculata","yes"
"6623","Phlegopsis nigromaculata","PHLNIG01_Phlegopsis nigromaculata","PHLNIG01","Haemoproteus","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6624","Phlegopsis nigromaculata","AFR122_Phlegopsis nigromaculata","AFR122","Haemoproteus","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6625","Phlegopsis nigromaculata","THAMAE01_Phlegopsis nigromaculata","THAMAE01","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",4,0,"Phlegopsis_nigromaculata","yes"
"6626","Phlegopsis nigromaculata","DENFUL01_Phlegopsis nigromaculata","DENFUL01","Haemoproteus","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6627","Phlegopsis nigromaculata","PHLNIG05_Phlegopsis nigromaculata","PHLNIG05","Haemoproteus","Passeriformes","Thamnophilidae","Phlegopsis",2,0,"Phlegopsis_nigromaculata","yes"
"6628","Phlegopsis nigromaculata","PHLNIG06_Phlegopsis nigromaculata","PHLNIG06","Haemoproteus","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6629","Phleocryptes melanops","SGS1_Phleocryptes melanops","SGS1","Plasmodium","Passeriformes","Furnariidae","Phleocryptes",1,1,"Phleocryptes_melanops","yes"
"6630","Phodilus badius","PHOBAD01_Phodilus badius","PHOBAD01","Haemoproteus","Strigiformes","Tytonidae","Phodilus",1,0,NA,NA
"6631","Phoeniconaias minor","CHRKLA02_Phoeniconaias minor","CHRKLA02","Leucocytozoon","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias",3,0,"Phoeniconaias_minor","yes"
"6632","Phoeniconaias minor","SIAMEX01_Phoeniconaias minor","SIAMEX01","Haemoproteus","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias",1,0,"Phoeniconaias_minor","yes"
"6633","Phoenicopterus chilensis","DENPET03_Phoenicopterus chilensis","DENPET03","Plasmodium","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,0,"Phoenicopterus_chilensis","yes"
"6634","Phoenicopterus chilensis","MYCAME02_Phoenicopterus chilensis","MYCAME02","Plasmodium","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,0,"Phoenicopterus_chilensis","yes"
"6635","Phoenicopterus chilensis","MITOM01_Phoenicopterus chilensis","MITOM01","Plasmodium","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,0,"Phoenicopterus_chilensis","yes"
"6636","Phoenicopterus roseus","GRW11_Phoenicopterus roseus","GRW11","Plasmodium","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,1,NA,NA
"6637","Phoenicopterus roseus","SGS1_Phoenicopterus roseus","SGS1","Plasmodium","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,1,NA,NA
"6638","Phoenicopterus roseus","CIAE02_Phoenicopterus roseus","CIAE02","Leucocytozoon","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,0,NA,NA
"6639","Phoenicurus moussieri","LK06_Phoenicurus moussieri","LK06","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_moussieri","yes"
"6640","Phoenicurus moussieri","HIRUS07_Phoenicurus moussieri","HIRUS07","Leucocytozoon","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_moussieri","yes"
"6641","Phoenicurus moussieri","RS1_Phoenicurus moussieri","RS1","Haemoproteus","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_moussieri","yes"
"6642","Phoenicurus moussieri","SGS1_Phoenicurus moussieri","SGS1","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",3,1,"Phoenicurus_moussieri","yes"
"6643","Phoenicurus ochruros","SGS1_Phoenicurus ochruros","SGS1","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",4,1,"Phoenicurus_ochruros","yes"
"6644","Phoenicurus ochruros","GRW11_Phoenicurus ochruros","GRW11","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",2,1,"Phoenicurus_ochruros","yes"
"6645","Phoenicurus phoenicurus","BT2_Phoenicurus phoenicurus","BT2","Leucocytozoon","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6646","Phoenicurus phoenicurus","RS3_Phoenicurus phoenicurus","RS3","Leucocytozoon","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6647","Phoenicurus phoenicurus","RS1_Phoenicurus phoenicurus","RS1","Haemoproteus","Passeriformes","Muscicapidae","Phoenicurus",2,0,"Phoenicurus_phoenicurus","yes"
"6648","Phoenicurus phoenicurus","BT7_Phoenicurus phoenicurus","BT7","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6649","Phoenicurus phoenicurus","SGS1_Phoenicurus phoenicurus","SGS1","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",3,1,"Phoenicurus_phoenicurus","yes"
"6650","Phoenicurus phoenicurus","SFC6_Phoenicurus phoenicurus","SFC6","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6651","Phoenicurus phoenicurus","RS2_Phoenicurus phoenicurus","RS2","Leucocytozoon","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6652","Phoenicurus phoenicurus","SYBOR02_Phoenicurus phoenicurus","SYBOR02","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6653","Phoenicurus phoenicurus","WW2_Phoenicurus phoenicurus","WW2","Haemoproteus","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6654","Phoenicurus phoenicurus","BT1_Phoenicurus phoenicurus","BT1","Leucocytozoon","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6655","Phoenicurus phoenicurus","PHSIB1_Phoenicurus phoenicurus","PHSIB1","Haemoproteus","Passeriformes","Muscicapidae","Phoenicurus",2,0,"Phoenicurus_phoenicurus","yes"
"6656","Phoenicurus phoenicurus","RS4_Phoenicurus phoenicurus","RS4","Leucocytozoon","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6657","Phoenicurus phoenicurus","TURDUS1_Phoenicurus phoenicurus","TURDUS1","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",1,0,"Phoenicurus_phoenicurus","yes"
"6658","Phoenicurus phoenicurus","SFC8_Phoenicurus phoenicurus","SFC8","Leucocytozoon","Passeriformes","Muscicapidae","Phoenicurus",2,0,"Phoenicurus_phoenicurus","yes"
"6659","Phoenicurus phoenicurus","GRW04_Phoenicurus phoenicurus","GRW04","Plasmodium","Passeriformes","Muscicapidae","Phoenicurus",1,1,"Phoenicurus_phoenicurus","yes"
"6660","Phrygilus alaudinus","PHALA01_Phrygilus alaudinus","PHALA01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_alaudinus","yes"
"6661","Phrygilus alaudinus","PHALA02_Phrygilus alaudinus","PHALA02","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_alaudinus","yes"
"6662","Phrygilus atriceps","ZOCAP08_Phrygilus atriceps","ZOCAP08","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6663","Phrygilus atriceps","ZOCAP17_Phrygilus atriceps","ZOCAP17","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",4,0,NA,NA
"6664","Phrygilus atriceps","OCHOEN01_Phrygilus atriceps","OCHOEN01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",3,0,NA,NA
"6665","Phrygilus atriceps","PHRFRU07_Phrygilus atriceps","PHRFRU07","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",2,0,NA,NA
"6666","Phrygilus atriceps","PHRFRU10_Phrygilus atriceps","PHRFRU10","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6667","Phrygilus atriceps","CATANA01_Phrygilus atriceps","CATANA01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6668","Phrygilus atriceps","PHRFRU04_Phrygilus atriceps","PHRFRU04","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6669","Phrygilus atriceps","PHRFRU13_Phrygilus atriceps","PHRFRU13","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6670","Phrygilus atriceps","PHRFRU05_Phrygilus atriceps","PHRFRU05","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",2,0,NA,NA
"6671","Phrygilus atriceps","PHRFRU09_Phrygilus atriceps","PHRFRU09","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",2,0,NA,NA
"6672","Phrygilus atriceps","PHRFRU12_Phrygilus atriceps","PHRFRU12","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6673","Phrygilus atriceps","PHRATR01_Phrygilus atriceps","PHRATR01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6674","Phrygilus atriceps","PHRFRU11_Phrygilus atriceps","PHRFRU11","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6675","Phrygilus atriceps","PHRFRU02_Phrygilus atriceps","PHRFRU02","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",2,0,NA,NA
"6676","Phrygilus atriceps","PHRFRU03_Phrygilus atriceps","PHRFRU03","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6677","Phrygilus atriceps","PHRATR02_Phrygilus atriceps","PHRATR02","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6678","Phrygilus atriceps","PHRFRU08_Phrygilus atriceps","PHRFRU08","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6679","Phrygilus atriceps","PHRFRU06_Phrygilus atriceps","PHRFRU06","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6680","Phrygilus atriceps","PHRPAT01_Phrygilus atriceps","PHRPAT01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6681","Phrygilus fruticeti","OCHLEU02_Phrygilus fruticeti","OCHLEU02","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6682","Phrygilus fruticeti","TROAED06_Phrygilus fruticeti","TROAED06","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6683","Phrygilus fruticeti","PHRFRU01_Phrygilus fruticeti","PHRFRU01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6684","Phrygilus fruticeti","PHFRU02_Phrygilus fruticeti","PHFRU02","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6685","Phrygilus fruticeti","PHRFRU14_Phrygilus fruticeti","PHRFRU14","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6686","Phrygilus fruticeti","TROAED14_Phrygilus fruticeti","TROAED14","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6687","Phrygilus fruticeti","PHFRU01_Phrygilus fruticeti","PHFRU01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6688","Phrygilus fruticeti","DIUDIU12_Phrygilus fruticeti","DIUDIU12","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6689","Phrygilus fruticeti","OCHOEN01_Phrygilus fruticeti","OCHOEN01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6690","Phrygilus fruticeti","ANIIGN02_Phrygilus fruticeti","ANIIGN02","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_fruticeti","yes"
"6691","Phrygilus gayi","PHRPLE01_Phrygilus gayi","PHRPLE01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6692","Phrygilus gayi","PHRPAT01_Phrygilus gayi","PHRPAT01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",3,0,NA,NA
"6693","Phrygilus patagonicus","APSPI05_Phrygilus patagonicus","APSPI05","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_patagonicus","yes"
"6694","Phrygilus patagonicus","PHRPAT01_Phrygilus patagonicus","PHRPAT01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",5,0,"Phrygilus_patagonicus","yes"
"6695","Phrygilus patagonicus","CATUST05_Phrygilus patagonicus","CATUST05","Plasmodium","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_patagonicus","yes"
"6696","Phrygilus patagonicus","PHPAT01_Phrygilus patagonicus","PHPAT01","Plasmodium","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_patagonicus","yes"
"6697","Phrygilus patagonicus","ZOCAP05_Phrygilus patagonicus","ZOCAP05","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_patagonicus","yes"
"6698","Phrygilus patagonicus","CURCUR01_Phrygilus patagonicus","CURCUR01","Plasmodium","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_patagonicus","yes"
"6699","Phrygilus patagonicus","DIUDIU11_Phrygilus patagonicus","DIUDIU11","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_patagonicus","yes"
"6700","Phrygilus patagonicus","CNEORN01_Phrygilus patagonicus","CNEORN01","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,"Phrygilus_patagonicus","yes"
"6701","Phrygilus plebejus","PHRPLE01_Phrygilus plebejus","PHRPLE01","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6702","Phrygilus plebejus","ANIIGN02_Phrygilus plebejus","ANIIGN02","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6703","Phrygilus plebejus","CONCIN03_Phrygilus plebejus","CONCIN03","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6704","Phrygilus punensis","ZOCAP08_Phrygilus punensis","ZOCAP08","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6705","Phrygilus punensis","TROAED14_Phrygilus punensis","TROAED14","Haemoproteus","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6706","Phrygilus punensis","PHRPUN01_Phrygilus punensis","PHRPUN01","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6707","Phrygilus punensis","TROAED11_Phrygilus punensis","TROAED11","Leucocytozoon","Passeriformes","Fringillidae","Phrygilus",1,0,NA,NA
"6708","Phyllastrephus albigularis","GRW09_Phyllastrephus albigularis","GRW09","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,NA,NA
"6709","Phyllastrephus cerviniventris","QUERY01_Phyllastrephus cerviniventris","QUERY01","Haemoproteus","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_cerviniventris","yes"
"6710","Phyllastrephus cerviniventris","AFR141_Phyllastrephus cerviniventris","AFR141","Haemoproteus","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_cerviniventris","yes"
"6711","Phyllastrephus cerviniventris","AFR237_Phyllastrephus cerviniventris","AFR237","Leucocytozoon","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_cerviniventris","yes"
"6712","Phyllastrephus flavostriatus","BUL07_Phyllastrephus flavostriatus","BUL07","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_flavostriatus","yes"
"6713","Phyllastrephus flavostriatus","AFR226_Phyllastrephus flavostriatus","AFR226","Leucocytozoon","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_flavostriatus","yes"
"6714","Phyllastrephus flavostriatus","AFR123_Phyllastrephus flavostriatus","AFR123","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_flavostriatus","yes"
"6715","Phyllastrephus flavostriatus","AFR234_Phyllastrephus flavostriatus","AFR234","Leucocytozoon","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_flavostriatus","yes"
"6716","Phyllastrephus icterinus","PHICT03_Phyllastrephus icterinus","PHICT03","Haemoproteus","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_icterinus","yes"
"6717","Phyllastrephus icterinus","PHICT01_Phyllastrephus icterinus","PHICT01","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_icterinus","yes"
"6718","Phyllastrephus icterinus","GRW09_Phyllastrephus icterinus","GRW09","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_icterinus","yes"
"6719","Phyllastrephus icterinus","PHICT02_Phyllastrephus icterinus","PHICT02","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_icterinus","yes"
"6720","Phyllastrephus icterinus","ANLAT02_Phyllastrephus icterinus","ANLAT02","Haemoproteus","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_icterinus","yes"
"6721","Phyllastrephus icterinus","ANLAT04_Phyllastrephus icterinus","ANLAT04","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",2,0,"Phyllastrephus_icterinus","yes"
"6722","Phyllastrephus icterinus","ANLAT09_Phyllastrephus icterinus","ANLAT09","Plasmodium","Passeriformes","Pycnonotidae","Phyllastrephus",1,0,"Phyllastrephus_icterinus","yes"
"6723","Phylloscopus armandii","HLW1_Phylloscopus armandii","HLW1","Haemoproteus","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_armandii","yes"
"6724","Phylloscopus borealis","COLL2_Phylloscopus borealis","COLL2","Haemoproteus","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6725","Phylloscopus borealis","BT1_Phylloscopus borealis","BT1","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",2,0,"Phylloscopus_borealis","yes"
"6726","Phylloscopus borealis","PHYBOR04_Phylloscopus borealis","PHYBOR04","Haemoproteus","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6727","Phylloscopus borealis","LAGLAG02_Phylloscopus borealis","LAGLAG02","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6728","Phylloscopus borealis","PHYBOR03_Phylloscopus borealis","PHYBOR03","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6729","Phylloscopus borealis","CNEORN01_Phylloscopus borealis","CNEORN01","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6730","Phylloscopus borealis","SISKIN1_Phylloscopus borealis","SISKIN1","Haemoproteus","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6731","Phylloscopus borealis","ZOLEU02_Phylloscopus borealis","ZOLEU02","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6732","Phylloscopus borealis","CATUST09_Phylloscopus borealis","CATUST09","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6733","Phylloscopus borealis","PHYBOR02_Phylloscopus borealis","PHYBOR02","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6734","Phylloscopus borealis","PHYBOR01_Phylloscopus borealis","PHYBOR01","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_borealis","yes"
"6735","Phylloscopus borealoides","HYPHI07_Phylloscopus borealoides","HYPHI07","Haemoproteus","Passeriformes","Sylviidae","Phylloscopus",1,0,NA,NA
"6736","Phylloscopus brehmi","SFC8_Phylloscopus brehmi","SFC8","Leucocytozoon","Passeriformes","Sylviidae","Phylloscopus",2,0,"Phylloscopus_ibericus","no"
"6737","Phylloscopus brehmi","WW3_Phylloscopus brehmi","WW3","Plasmodium","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_ibericus","no"
"6738","Phylloscopus brehmi","BT6_Phylloscopus brehmi","BT6","Plasmodium","Passeriformes","Sylviidae","Phylloscopus",1,0,"Phylloscopus_ibericus","no"
"6739","Phylloscopus canariensis","GRW09_Phylloscopus canariensis","GRW09","Plasmodium","Passeriformes","Sylviidae","Phylloscopus",1,0,NA,NA
"6740","Phylloscopus canariensis","LK06_Phylloscopus canariensis","LK06","Plasmodium","Passeriformes","Sylviidae","Phylloscopus",2,0,NA,NA
